observation_id,material_id,state_id,property,result_kind,value_si,minimum_si,maximum_si,unit,basis,conditions,method,source_id,source_organization,source_title,source_revision,source_locator,original_value,original_unit,significant_figures
obs-e761858aa5d4dd5cde65,tecasint-1021,,youngs_modulus,point,4000000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 3 (TECASINT 1021), row Modulus of elasticity (tensile test)","4,000",MPa,4
obs-78a0a042adcac664c44f,tecasint-1021,,ultimate_tensile_strength,point,97000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 3 (TECASINT 1021), row Tensile strength",97,MPa,2
obs-a3b67ac995cdea291744,tecasint-1021,,elongation_at_break,point,0.027999999999999997,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 3 (TECASINT 1021), row Elongation at break",2.8,%,2
obs-c296f09eed9de90ec5d3,tecasint-1021,,thermal_conductivity,point,0.53,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 8302,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 3 (TECASINT 1021), row Thermal conductivity",0.53,W/(m·K),2
obs-f481ce7ddd775ff28556,tecasint-1021,,flexural_strength,point,150000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 3 (TECASINT 1021), row Flexural strength",150,MPa,3
obs-69a63e6173e06d4de544,tecasint-1031,,density,point,1570.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 4 (TECASINT 1031), row Density",1.57,g/cm³,3
obs-c80cd5a792ed0d0bcc0f,tecasint-1031,,ultimate_tensile_strength,point,65000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 4 (TECASINT 1031), row Tensile strength",65,MPa,2
obs-17a33d66b306562609d3,tecasint-1031,,elongation_at_break,point,0.022000000000000002,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 4 (TECASINT 1031), row Elongation at break",2.2,%,2
obs-722ea7f32015cd33dc56,tecasint-1031,,flexural_strength,point,88000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 4 (TECASINT 1031), row Flexural strength",88,MPa,2
obs-e3d68bd73b9c7b589108,tecasint-1041,,density,point,1670.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 5 (TECASINT 1041), row Density",1.67,g/cm³,3
obs-56b08a24908f673f80f0,tecasint-1041,,youngs_modulus,point,4340000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 5 (TECASINT 1041), row Modulus of elasticity (tensile test)","4,340",MPa,4
obs-fd96c3816665d0391cbf,tecasint-1041,,ultimate_tensile_strength,point,82000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 5 (TECASINT 1041), row Tensile strength",82,MPa,2
obs-bc69a15139d778870c2e,tecasint-1041,,elongation_at_break,point,0.027999999999999997,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 5 (TECASINT 1041), row Elongation at break",2.8,%,2
obs-a45091945b441567ac0e,tecasint-1041,,flexural_strength,point,126000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 5 (TECASINT 1041), row Flexural strength",126,MPa,3
obs-eae6d223822c8fead058,tecasint-1061,,density,point,1480.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 6 (TECASINT 1061), row Density",1.48,g/cm³,3
obs-7b0c54ec569885c73a13,tecasint-1061,,ultimate_tensile_strength,point,77000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 6 (TECASINT 1061), row Tensile strength",77,MPa,2
obs-90109a936492b6822574,tecasint-1061,,elongation_at_break,point,0.028999999999999998,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 6 (TECASINT 1061), row Elongation at break",2.9,%,2
obs-c716f25a3332cd750543,tecasint-1061,,flexural_strength,point,120000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 6 (TECASINT 1061), row Flexural strength",120,MPa,3
obs-0c15ab9ba616a0f9da39,tecasint-1101,,density,point,1340.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 7 (TECASINT 1101), row Density",1.34,g/cm³,3
obs-ca73a006aca947024514,tecasint-1101,,youngs_modulus,point,4000000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 7 (TECASINT 1101), row Modulus of elasticity (tensile test)","4,000",MPa,4
obs-08f13cac03bedd540150,tecasint-1101,,ultimate_tensile_strength,point,153000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 7 (TECASINT 1101), row Tensile strength",153,MPa,3
obs-ee243f89a4b9527c6a6f,tecasint-1101,,elongation_at_break,point,0.07400000000000001,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 7 (TECASINT 1101), row Elongation at break",7.4,%,2
obs-d2f88aed76003640a120,tecasint-1101,,thermal_conductivity,point,0.22,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 8302,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 7 (TECASINT 1101), row Thermal conductivity",0.22,W/(m·K),2
obs-49a35ea62a5968bc1dc4,tecasint-1101,,flexural_strength,point,209000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 7 (TECASINT 1101), row Flexural strength",209,MPa,3
obs-c180ae68e5f49b21e137,tecasint-1611,,density,point,1510.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 8 (TECASINT 1611), row Density",1.51,g/cm³,3
obs-9dcba6ad4e9e46359a98,tecasint-1611,,ultimate_tensile_strength,point,82000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 8 (TECASINT 1611), row Tensile strength",82,MPa,2
obs-68cce0ef9ad4bb2024b7,tecasint-1611,,elongation_at_break,point,0.040999999999999995,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 8 (TECASINT 1611), row Elongation at break",4.1,%,2
obs-1209002607443dee0307,tecasint-1611,,flexural_strength,point,122000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 8 (TECASINT 1611), row Flexural strength",122,MPa,3
obs-cbf2a7bb7324568e2661,tecasint-2011,,density,point,1380.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 9 (TECASINT 2011), row Density",1.38,g/cm³,3
obs-c50659a03eeceab975bf,tecasint-2011,,youngs_modulus,point,3700000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 9 (TECASINT 2011), row Modulus of elasticity (tensile test)","3,700",MPa,4
obs-cc128e75ccd5bbf0c51a,tecasint-2011,,ultimate_tensile_strength,point,118000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 9 (TECASINT 2011), row Tensile strength",118,MPa,3
obs-4b0eae986fe60cdc6ff6,tecasint-2011,,elongation_at_break,point,0.045,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 9 (TECASINT 2011), row Elongation at break",4.5,%,2
obs-4ba536035a30f38db1a5,tecasint-2011,,thermal_conductivity,point,0.22,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 8302,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 9 (TECASINT 2011), row Thermal conductivity",0.22,W/(m·K),2
obs-0d208cd5935d4c0736b4,tecasint-2011,,flexural_strength,point,177000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 9 (TECASINT 2011), row Flexural strength",177,MPa,3
obs-f9b80ca2b7351b94ab4c,tecasint-2021,,density,point,1450.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 10 (TECASINT 2021), row Density",1.45,g/cm³,3
obs-d81ec3322ef47df05d33,tecasint-2021,,youngs_modulus,point,4400000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 10 (TECASINT 2021), row Modulus of elasticity (tensile test)","4,400",MPa,4
obs-c152e3d067ebef0ec9e4,tecasint-2021,,ultimate_tensile_strength,point,101000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 10 (TECASINT 2021), row Tensile strength",101,MPa,3
obs-da7f67f3fa34baeae3c9,tecasint-2021,,elongation_at_break,point,0.037000000000000005,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 10 (TECASINT 2021), row Elongation at break",3.7,%,2
obs-00691403eabb29cfb3a6,tecasint-2021,,flexural_strength,point,145000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 96, Material standard values, column 10 (TECASINT 2021), row Flexural strength",145,MPa,3
obs-cd26fd4b873e9b8f9d0c,tecasint-2031,,density,point,1590.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 1 (TECASINT 2031), row Density",1.59,g/cm³,3
obs-5c6c57875a101c34d074,tecasint-2031,,youngs_modulus,point,6300000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 1 (TECASINT 2031), row Modulus of elasticity (tensile test)","6,300",MPa,4
obs-f30891c2d476ca446175,tecasint-2031,,ultimate_tensile_strength,point,65000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 1 (TECASINT 2031), row Tensile strength",65,MPa,2
obs-7880b2bd373d656e83ff,tecasint-2031,,elongation_at_break,point,0.021,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 1 (TECASINT 2031), row Elongation at break",2.1,%,2
obs-cbd178f9e4ce6ed279f0,tecasint-2031,,flexural_strength,point,87500000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 1 (TECASINT 2031), row Flexural strength",87.5,MPa,3
obs-6b135a3774ee4703d102,tecasint-2391,,density,point,1540.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 2 (TECASINT 2391), row Density",1.54,g/cm³,3
obs-b98657876e622ff3db5e,tecasint-2391,,youngs_modulus,point,4400000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 2 (TECASINT 2391), row Modulus of elasticity (tensile test)","4,400",MPa,4
obs-cdba10d1595e12775abf,tecasint-2391,,ultimate_tensile_strength,point,95000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 2 (TECASINT 2391), row Tensile strength",95,MPa,2
obs-fdb31a8cb654f1509701,tecasint-2391,,elongation_at_break,point,0.028999999999999998,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 2 (TECASINT 2391), row Elongation at break",2.9,%,2
obs-6320db814e1845e70abc,tecasint-2391,,flexural_strength,point,137000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 2 (TECASINT 2391), row Flexural strength",137,MPa,3
obs-064d68764c2fb5b46d3c,tecasint-4011,,density,point,1410.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 3 (TECASINT 4011), row Density",1.41,g/cm³,3
obs-1bc69271dd80f6e69a44,tecasint-4011,,youngs_modulus,point,4000000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 3 (TECASINT 4011), row Modulus of elasticity (tensile test)","4,000",MPa,4
obs-731e555a4477ed42a074,tecasint-4011,,ultimate_tensile_strength,point,130000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 3 (TECASINT 4011), row Tensile strength",130,MPa,3
obs-4ebc979d461fa2f7f365,tecasint-4011,,elongation_at_break,point,0.045,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 3 (TECASINT 4011), row Elongation at break",4.5,%,2
obs-e05029e6d0a932933a4a,tecasint-4011,,thermal_conductivity,point,0.4,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 8302,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 3 (TECASINT 4011), row Thermal conductivity",0.4,W/(m·K),1
obs-88052902872016a8d2b6,tecasint-4011,,flexural_strength,point,180000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 3 (TECASINT 4011), row Flexural strength",180,MPa,3
obs-71b77a95f8b8e2492e0c,tecasint-4021,,density,point,1490.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 4 (TECASINT 4021), row Density",1.49,g/cm³,3
obs-2a25c698c22b487633b5,tecasint-4021,,youngs_modulus,point,4943000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 4 (TECASINT 4021), row Modulus of elasticity (tensile test)","4,943",MPa,4
obs-bec2803aa8478c75c47f,tecasint-4021,,ultimate_tensile_strength,point,93000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,ensinger-manual,Ensinger,Stock shapes — Engineering plastics manual,Snapshot 9b46c0ae1e72,"Page 97, Material standard values, column 4 (TECASINT 4021), row Tensile strength",93,MPa,2
